Student_ID,JAMB_Score,State_of_Origin,Distance_Category,Program_Type,Academic_Year,Financial_Aid,Disciplinary_Count,Internet_Access,Library_Usage,Cumulative_GPA,Attendance_Rate,Predicted_Dropout
136,215,Enugu,Far,Arts,4,0,0,1,18,3.4756874564752884,0.5346204470509044,0
137,192,Other,Local,Science,4,0,2,1,6,4.953416265640649,0.8301662088839765,0
138,339,Lagos,Far,Arts,2,1,1,1,2,5.0,0.8394829557558467,0
139,250,Rivers,Local,Arts,4,0,0,1,17,2.6886270873706226,0.37720837322997125,0
140,265,Other,Local,Arts,2,1,0,0,19,1.345405615718001,0.10856407889944697,1
141,207,Rivers,Local,Arts,3,0,1,1,19,3.676396240577579,0.5747622038713626,0
142,245,Lagos,Local,Arts,4,0,0,1,18,3.349001967921013,0.5092833493400494,0
143,349,Enugu,Regional,Science,2,0,0,1,8,4.048833487346864,0.6492496532252197,0
144,224,Other,Regional,Science,4,0,0,0,15,3.4279087197722538,0.5250646997102975,0
145,241,Enugu,Local,Arts,1,0,0,0,5,3.2468831516205756,0.4888595860799618,0
146,313,Kano,Regional,Science,2,0,0,0,20,4.103125276701778,0.6601080110962024,0
147,207,Rivers,Local,Science,1,1,1,1,11,4.215024470731073,0.6824878499020615,0
148,207,Enugu,Regional,Science,4,0,1,1,5,2.0907519529752014,0.257633346350887,1
149,287,Enugu,Local,Arts,4,0,0,0,12,2.5467150502883333,0.34882596581351344,0
150,223,Other,Local,Science,3,0,0,1,4,3.1155256325690575,0.4625880822696582,0
151,263,Lagos,Local,Management,2,0,0,1,12,3.278750099139667,0.4952329755837802,0
152,209,Other,Local,Arts,1,1,0,0,19,3.0192134373182014,0.443325643219487,0
153,254,Lagos,Regional,Arts,3,1,0,1,6,3.547365742289509,0.5489561042137485,0
154,307,Rivers,Far,Management,4,1,0,1,11,3.9968838314536805,0.6388597220465828,0
155,271,Lagos,Local,Science,4,0,0,1,20,4.5781677685765825,0.7551165094711633,0
156,308,Rivers,Regional,Arts,3,1,0,1,3,3.66313041901832,0.5721090395595108,0
157,300,Enugu,Regional,Management,1,1,0,1,4,2.5181330572375122,0.3431095672033492,0
158,206,Enugu,Far,Management,4,0,0,1,15,3.0820990198417455,0.4559027597241958,0
159,300,Kano,Local,Management,4,0,0,0,3,3.1397182069923546,0.46742659715431767,0
160,295,Oyo,Regional,Management,2,0,0,1,7,3.6117121919849273,0.5618253941528322,0
161,182,Lagos,Far,Science,3,0,0,1,15,3.510534426747154,0.5415898411052775,0
162,282,Other,Regional,Science,4,0,0,1,7,4.840317320889208,0.8075464199336884,0
163,334,Other,Local,Arts,1,0,0,0,16,2.8307894917960734,0.40564085411506146,0
164,316,Rivers,Local,Science,2,0,0,1,13,3.507800427013443,0.5410430411585353,0
165,241,Enugu,Local,Science,3,0,0,0,11,5.0,0.8394829557558467,0
166,344,Rivers,Regional,Management,1,0,0,0,2,2.7318344824771192,0.38584985225127055,0
167,230,Lagos,Regional,Science,4,0,0,0,19,3.3161189569362843,0.5027067471431036,0
168,331,Rivers,Local,Science,3,1,4,1,1,2.4440955991007876,0.32830207557600427,0
169,238,Other,Regional,Management,3,0,0,0,12,3.2656695197019454,0.4926168596962358,0
170,297,Enugu,Regional,Management,1,1,0,1,20,2.5758262814898867,0.35464821205382413,0
171,339,Lagos,Regional,Science,3,0,0,1,10,4.037440722793077,0.6469711003144621,0
172,275,Other,Regional,Management,1,1,0,1,11,3.3178550872251162,0.50305397320087,0
173,292,Enugu,Far,Management,4,0,0,0,17,2.4516821920141654,0.32981939415867984,0
174,241,Other,Local,Arts,2,0,0,1,8,3.8724541582333374,0.6139737874025142,0
175,231,Enugu,Far,Science,1,0,0,0,6,3.3437328310972703,0.5082295219753008,0
176,191,Enugu,Local,Science,2,0,0,1,5,3.962255021778764,0.6319339601115995,0
177,218,Lagos,Local,Arts,3,0,3,1,13,2.2818698976418013,0.295856935284207,1
178,309,Kano,Local,Science,1,0,0,0,17,3.4950595297989295,0.5384948617156327,0
179,310,Other,Local,Management,4,1,0,1,13,3.818673355715767,0.6032176268990002,0
180,292,Kano,Local,Management,1,0,0,0,4,2.8612980078114107,0.4117425573181289,0
181,280,Other,Local,Management,1,0,0,0,19,2.192797818425479,0.27804251944094255,1
182,292,Enugu,Far,Management,1,1,0,1,12,3.166714003703685,0.47282575649658376,0
183,260,Lagos,Local,Management,2,0,0,1,0,4.182492235024743,0.6759814027607953,0
184,292,Lagos,Regional,Science,2,0,0,1,11,4.100744264507245,0.6596318086572958,0
185,181,Kano,Local,Science,3,0,0,1,18,2.857257252195539,0.41093440619495447,1
186,309,Other,Far,Management,3,0,0,1,9,2.173531650898846,0.274189285935616,0
187,233,Rivers,Regional,Science,3,0,0,1,4,2.855056223720342,0.41049420049991514,0
188,266,Rivers,Local,Arts,3,0,0,0,19,2.8252178794144704,0.40452653163874086,0
189,308,Rivers,Regional,Arts,1,0,0,1,5,3.557157426643822,0.5509144410846112,0
190,326,Lagos,Regional,Management,2,0,0,0,11,3.1159987976767027,0.4626827152911873,0
191,305,Enugu,Regional,Arts,2,1,0,1,20,2.5973886306102867,0.3589606818779041,0
192,309,Lagos,Regional,Management,2,0,0,1,2,4.0834104538085345,0.6561650465175537,0
193,232,Other,Regional,Science,2,0,0,1,13,3.3123406939558677,0.5019510945470202,0
194,339,Rivers,Regional,Arts,3,1,4,0,20,3.5483325221847526,0.5491494601927973,0
195,339,Rivers,Local,Science,1,1,0,1,3,1.8200116526949863,0.20348528629484403,0
196,247,Enugu,Local,Management,2,0,4,0,16,1.2605881034421715,0.1,1
197,302,Rivers,Far,Science,4,0,0,1,16,2.0499633748444737,0.2494756307247415,1
198,324,Other,Local,Management,1,0,0,1,13,2.8155652595145795,0.4025960076587627,0
199,217,Enugu,Regional,Science,4,0,0,1,14,3.6610848140910472,0.5716999185740562,0
200,203,Lagos,Local,Science,1,0,0,1,6,1.3262025036741616,0.10472345649067905,1
201,248,Oyo,Regional,Arts,1,1,0,1,3,4.47428165149759,0.7343392860553647,0
202,295,Kano,Far,Arts,1,1,0,0,16,3.3364528214161013,0.5067735200390671,0
203,277,Lagos,Local,Science,4,0,3,0,5,4.288235994359928,0.6971301546278323,0
204,318,Other,Local,Science,2,0,0,0,10,2.491223934020697,0.33772774255998617,0
205,323,Other,Regional,Management,2,1,0,0,11,3.603087947337993,0.5601005452234453,0
206,276,Other,Far,Arts,4,0,0,0,14,3.2681567439766304,0.4931143045511728,0
207,303,Enugu,Local,Science,2,0,0,0,11,3.8541490504436435,0.6103127658445755,0
208,249,Enugu,Local,Management,3,0,0,1,10,3.0129669059202264,0.442076336939892,0
209,272,Kano,Far,Science,2,0,0,1,16,3.578572167206071,0.555197389197061,0
210,182,Kano,Regional,Arts,3,0,0,1,7,4.081756255016961,0.6558342067592389,0
211,327,Other,Local,Science,3,1,0,1,11,2.67905896488658,0.3752947487331627,0
212,343,Rivers,Local,Arts,3,1,0,0,8,3.39379538599172,0.5182420329541907,0
213,326,Other,Regional,Science,4,0,0,1,10,1.6897102102221213,0.177424997800271,1
214,269,Oyo,Local,Management,2,0,0,0,2,3.7620024152506866,0.591883438805984,0
215,326,Kano,Local,Science,2,0,2,0,6,4.763730034769992,0.7922289627098451,0
216,327,Enugu,Far,Science,4,1,2,1,20,2.204451161801044,0.2803731881160555,0
217,275,Oyo,Local,Science,4,0,0,1,2,3.126894991657646,0.46486195408737596,0
218,231,Kano,Regional,Management,2,1,0,1,20,3.9043850407312912,0.620359963902105,0
219,340,Other,Local,Arts,4,1,0,1,15,3.2251339787732407,0.4845097515104949,0
220,347,Enugu,Regional,Management,4,0,0,1,9,3.3320796411945808,0.5058988839947629,0
221,307,Kano,Regional,Management,3,0,0,1,6,2.8872004467810894,0.4169230451120647,0
222,218,Enugu,Local,Management,4,1,2,1,19,2.8574781975296686,0.4109785952617805,0
223,261,Other,Regional,Management,3,1,0,1,14,3.130644677131698,0.4656118911821864,0
224,283,Kano,Local,Science,1,0,0,1,20,3.233337137711485,0.48615038329814375,0
225,308,Other,Far,Management,3,0,0,1,20,2.2548469907381525,0.29045235390347723,0
226,190,Kano,Far,Science,3,0,4,0,9,3.147182411243177,0.4689194380044822,1
227,330,Other,Local,Management,4,0,2,1,11,4.4548271509674615,0.730448385949339,0
228,338,Oyo,Local,Arts,2,0,0,0,17,2.864692965128876,0.41242154878162196,0
229,221,Rivers,Local,Management,1,1,0,0,8,2.210196013700298,0.28152215849590634,1
230,278,Rivers,Regional,Arts,1,1,0,0,8,3.0788671456108587,0.45525638487801845,0
231,186,Other,Local,Arts,1,0,0,1,3,2.628309750300563,0.36514490581595926,1
232,323,Enugu,Local,Management,2,1,0,1,4,2.129326539742449,0.2653482637043365,0
233,269,Oyo,Local,Science,1,0,1,1,6,3.311334769386097,0.5017499096330662,0
234,291,Lagos,Local,Science,1,0,0,1,6,2.6317743702791376,0.36583782981167423,0
235,239,Other,Regional,Arts,2,0,0,0,10,2.70022866651738,0.3795286890593228,1
236,292,Oyo,Local,Management,1,0,0,1,9,3.3227419043083115,0.5040313366175091,0
237,181,Other,Regional,Science,4,0,0,0,10,1.9734603237101325,0.23417502049787325,1
238,308,Lagos,Local,Science,4,1,0,0,17,1.8067442797991002,0.20083181171566677,1
239,227,Enugu,Local,Science,3,0,0,1,11,3.7366977556015453,0.5868225068761558,0
240,319,Enugu,Regional,Science,3,1,0,0,15,1.6553331194207337,0.1705495796399935,1
241,216,Rivers,Far,Management,3,0,0,1,3,2.4186578437541164,0.32321452450667004,1
242,339,Enugu,Regional,Management,4,0,2,1,16,1.76012837168925,0.19150863009369673,1
243,188,Lagos,Local,Arts,4,1,0,1,16,2.8110908265209344,0.40170112106003364,0
244,278,Oyo,Local,Arts,4,0,0,0,20,3.5424469981209326,0.5479723553800333,0
245,326,Enugu,Far,Management,3,1,0,1,4,3.2898703589859015,0.497457027553027,0
246,227,Lagos,Local,Science,3,1,0,0,12,5.0,0.8394829557558467,0
247,310,Oyo,Local,Science,3,0,1,1,2,4.069532494231201,0.6533894546020869,0
248,327,Enugu,Far,Arts,3,1,0,1,16,2.455073719874719,0.3304976997307906,0
249,331,Lagos,Far,Science,3,1,0,1,10,2.2423559961388717,0.2879541549836211,0
250,233,Other,Far,Arts,3,0,3,1,0,5.0,0.8394829557558467,0
251,299,Other,Far,Science,4,0,0,1,17,4.050057604586691,0.6494944766731849,0
252,340,Enugu,Far,Science,2,1,0,1,16,3.6714956858156578,0.5737820929189783,0
253,331,Lagos,Local,Science,2,0,0,0,8,3.2598814497724944,0.4914592457103456,0
254,295,Other,Local,Management,3,0,0,1,19,3.4188172539800137,0.5232464065518495,0
255,254,Enugu,Regional,Science,2,1,0,0,6,2.0143413796140592,0.24235123167865857,1
256,292,Rivers,Regional,Management,2,0,0,1,4,3.3256313361574144,0.5046092229873296,0
257,343,Enugu,Regional,Science,4,0,0,1,15,3.256985117967212,0.49087997934928906,0
258,345,Enugu,Local,Management,3,0,0,1,6,2.476688925518816,0.33482074085960994,0
259,283,Enugu,Local,Management,3,0,0,1,12,2.7691788371452173,0.39331872318489025,0
260,263,Rivers,Regional,Management,2,1,1,0,12,4.412141114754845,0.7219111787068158,0
261,291,Oyo,Local,Management,3,0,2,0,14,3.09986006376411,0.45945496850866874,0
262,278,Other,Local,Science,3,0,0,0,16,4.856937042026489,0.8108703641611446,0
263,332,Rivers,Regional,Science,3,1,0,0,16,1.8074564508100934,0.20097424591786545,0
264,272,Oyo,Regional,Arts,3,1,0,0,18,2.782295851019402,0.3959421259597271,0
265,325,Other,Local,Science,2,0,1,0,9,1.962177159002465,0.23191838755633976,1
266,307,Enugu,Regional,Science,1,0,1,0,1,2.232462036886533,0.2859753631331533,0
267,289,Rivers,Regional,Management,2,0,3,1,13,2.5374354354725623,0.34697004285035926,0
268,261,Oyo,Local,Arts,4,0,3,1,2,3.452247701416473,0.5299324960391414,0
269,233,Enugu,Local,Arts,1,0,0,0,6,3.41346093686431,0.5221751431287087,0
270,342,Other,Local,Management,1,0,0,1,10,2.6565677442979156,0.3707965046154299,0
271,348,Enugu,Local,Arts,1,1,0,0,16,1.4177603541307346,0.12303502658199367,1
272,340,Other,Far,Arts,2,1,0,1,14,4.382154298425722,0.7159138154409912,0
273,247,Lagos,Local,Management,4,0,0,0,18,2.971388227170915,0.4337606011900298,0
274,212,Lagos,Regional,Science,2,0,0,1,10,2.306967863759089,0.30087652850766455,1
275,321,Oyo,Local,Science,4,0,1,1,14,3.41994462485607,0.5234718807270607,0
276,200,Kano,Local,Management,2,0,0,1,14,3.3635561364185396,0.5121941830395547,0
277,227,Kano,Regional,Management,2,0,1,0,5,2.941858828000028,0.42785472135585234,0
278,327,Rivers,Local,Management,2,1,0,1,14,3.318824812513204,0.5032479182584876,0
279,307,Kano,Regional,Arts,1,0,0,0,8,2.2759761276735855,0.29467818129056383,0
280,315,Lagos,Local,Management,2,0,0,0,4,3.807930274541187,0.6010690106640841,0
281,314,Other,Local,Science,4,1,0,1,18,2.402506324194504,0.3199842205947475,0
282,324,Kano,Regional,Science,4,0,0,0,4,2.7155442757572548,0.38259181090729766,0
283,307,Oyo,Local,Arts,4,0,0,1,12,3.7190414529212603,0.5832912463400988,0
284,212,Other,Far,Arts,1,0,1,0,17,4.163167172008187,0.6721163901574841,0
285,294,Other,Regional,Science,2,1,0,1,19,4.468619654437071,0.733206886643261,0
286,298,Lagos,Local,Science,2,1,0,1,16,4.044638590773258,0.6484106739104983,0
287,201,Other,Local,Science,3,0,1,1,14,2.9407422529585747,0.4276314063475617,1
288,337,Enugu,Regional,Arts,1,0,0,0,13,1.96717354471963,0.2329176646997727,0
289,217,Oyo,Regional,Management,4,0,0,0,15,4.324044468482315,0.7042918494523097,0
290,288,Oyo,Local,Arts,4,0,0,1,3,4.296556791123981,0.698794313980643,0
291,230,Other,Far,Science,2,0,0,1,16,2.6624190773172036,0.37196677121928745,1
292,187,Rivers,Local,Arts,4,1,0,0,19,3.9369512302596483,0.6268732018077764,0
293,206,Oyo,Far,Arts,2,0,0,1,13,2.9342577648554093,0.4263345087269286,1
294,206,Enugu,Local,Arts,2,1,0,1,17,4.401021506809383,0.7196872571177233,0
295,200,Other,Far,Science,3,0,0,1,5,2.7881082700769744,0.3971046097712416,1
296,209,Other,Regional,Arts,1,1,0,1,7,4.782921030038803,0.7960671617636075,0
297,276,Kano,Local,Management,2,0,0,0,8,3.828896438078597,0.6052622433715661,0
298,207,Other,Local,Science,2,1,3,0,0,4.638035875748789,0.7670901309056046,0
299,290,Lagos,Local,Science,2,0,0,1,12,2.8289621842800967,0.40527539261186607,0
300,240,Lagos,Far,Arts,3,1,0,0,2,3.5240236835553547,0.5442876924669177,0
301,227,Lagos,Local,Arts,2,0,1,0,5,2.424576641324508,0.32439828402074833,1
302,326,Rivers,Local,Science,1,1,1,1,16,3.8751914016953575,0.6145212360949183,0
303,183,Oyo,Regional,Science,1,0,1,1,7,3.9192332262697,0.6233296010097867,0
304,214,Lagos,Regional,Science,4,0,3,0,5,5.0,0.8394829557558467,0
305,228,Lagos,Regional,Management,1,0,0,1,15,3.5856318377757197,0.5566093233109907,0
306,196,Other,Regional,Management,4,0,0,1,0,3.7792753620048747,0.5953380281568217,0
307,337,Other,Local,Arts,1,0,0,0,9,2.8233356987969747,0.4041500955152417,0
308,225,Other,Far,Management,4,0,0,0,17,3.633103498108191,0.566103655377485,0
309,296,Other,Local,Science,2,0,0,0,13,2.896087033049933,0.4187003623658334,0
310,185,Oyo,Local,Management,3,0,0,1,4,3.2926886070736,0.49802067717056675,0
311,278,Lagos,Regional,Arts,3,1,0,0,16,3.339612529236636,0.507405461603174,0
